ark_key,display_code,id,image,image_back,legacy_id,name,numeric_id,series,series_group,status,type
M7K,0147M7K,YW-ARK-0073,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0073.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0073.png,YKW-ARK-0073,Shield of Brightness/Darkness,28784,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M7E,0141M7E,YW-ARK-0074,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0074.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0074.png,YKW-ARK-0074,Anzen-bouya/Nitanita-san,28778,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M7F,0142M7F,YW-ARK-0075,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0075.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0075.png,YKW-ARK-0075,Momy/Hitotsuri Momi-no-ki,28779,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M7G,0143M7G,YW-ARK-0076,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0076.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0076.png,YKW-ARK-0076,Chokichi/Yamikichi,28780,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M7H,0144M7H,YW-ARK-0077,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0077.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0077.png,YKW-ARK-0077,Umataro/Umazura,28781,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M7I,0145M7I,YW-ARK-0078,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0078.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0078.png,YKW-ARK-0078,Usakichi/Bunny Trap,28782,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
M7J,0146M7J,YW-ARK-0079,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0079.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0079.png,YKW-ARK-0079,Chiyoko/Valentina,28783,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M5B,0066M5B,YW-ARK-0080,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0080.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0080.png,YKW-ARK-0080,Gusto/Neko'ou Bastet,28703,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M5C,0067M5C,YW-ARK-0081,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0081.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0081.png,YKW-ARK-0081,Kappa/Kappaou Sagojou,28704,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M5D,0068M5D,YW-ARK-0082,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0082.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0082.png,YKW-ARK-0082,Zashiki-Warashi/Tenguou Kurama,28705,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M5K,0075M5K,YW-ARK-0083,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0083.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0083.png,YKW-ARK-0083,Yasha Enma Benibana,28712,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M5L,0076M5L,YW-ARK-0084,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0084.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0084.png,YKW-ARK-0084,Yasha Enma Rasetsu,28713,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M5I,0073M5I,YW-ARK-0085,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0085.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0085.png,YKW-ARK-0085,Shien,28710,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M6J,0110M6J,YW-ARK-0086,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0086.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0086.png,YKW-ARK-0086,Kuro Oni,28747,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M6K,0111M6K,YW-ARK-0087,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0087.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0087.png,YKW-ARK-0087,Kuro Oni,28748,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M5M,0077M5M,YW-ARK-0088,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0088.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0088.png,YKW-ARK-0088,Kukuri-hime,28714,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M5O,0079M5O,YW-ARK-0089,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0089.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0089.png,YKW-ARK-0089,Karasu Tengu,28716,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M6L,0112M6L,YW-ARK-0090,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0090.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0090.png,YKW-ARK-0090,Karasu Tengu,28749,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M6M,0113M6M,YW-ARK-0091,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0091.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0091.png,YKW-ARK-0091,Yamata no Orochi,28750,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M6N,0114M6N,YW-ARK-0092,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0092.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0092.png,YKW-ARK-0092,Tamamo/Tamamo no Mae,28751,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M5R,0082M5R,YW-ARK-0093,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0093.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0093.png,YKW-ARK-0093,Yamambaa/Yamamba,28719,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
M6O,0115M6O,YW-ARK-0094,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0094.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0094.png,YKW-ARK-0094,Hovernyan,28752,Zero Series 1 - The Other Side of the Silver Screen,Zero Series,confirmed,Ark
,,YW-ARK-0095,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0095.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0095.png,YKW-ARK-0095,Yamambaa/Gesshin Tsukuyomi,,Zero Series 2 - Sun and Moon God,Zero Series,missing,Ark
,,YW-ARK-0096,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0096.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0096.png,YKW-ARK-0096,Kenshin Amaterasu,,Zero Series 2 - Sun and Moon God,Zero Series,missing,Ark
M74,0131M74,YW-ARK-0097,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0097.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0097.png,YKW-ARK-0097,Yasha Enma,28768,Zero Series 2 - Sun and Moon God,Zero Series,single_scan,Ark
M75,0132M75,YW-ARK-0098,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0098.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0098.png,YKW-ARK-0098,Lord Enma,28769,Zero Series 2 - Sun and Moon God,Zero Series,single_scan,Ark
M76,0133M76,YW-ARK-0099,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0099.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0099.png,YKW-ARK-0099,Ancient Enma,28770,Zero Series 2 - Sun and Moon God,Zero Series,single_scan,Ark
M77,0134M77,YW-ARK-0100,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0100.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0100.png,YKW-ARK-0100,Nurarihyon,28771,Zero Series 2 - Sun and Moon God,Zero Series,single_scan,Ark
,,YW-ARK-0101,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0101.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0101.png,YKW-ARK-0101,Shutendoji,,Zero Series 2 - Sun and Moon God,Zero Series,missing,Ark
,,YW-ARK-0102,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0102.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0102.png,YKW-ARK-0102,Gusto,,Zero Series 2 - Sun and Moon God,Zero Series,missing,Ark
M7B,0138M7B,YW-ARK-0103,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0103.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0103.png,YKW-ARK-0103,Kappa,28775,Zero Series 2 - Sun and Moon God,Zero Series,single_scan,Ark
,,YW-ARK-0104,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0104.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0104.png,YKW-ARK-0104,Suu-san,,Zero Series 2 - Sun and Moon God,Zero Series,missing,Ark
M7C,0139M7C,YW-ARK-0105,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0105.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0105.png,YKW-ARK-0105,Zashiki-warashi,28776,Zero Series 2 - Sun and Moon God,Zero Series,confirmed,Ark
M6P,0116M6P,YW-ARK-0106,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0106.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0106.png,YKW-ARK-0106,Gusto/Kaibyou Kamaitachi,28753,Zero Series 2 - Sun and Moon God,Zero Series,confirmed,Ark
M8H,0180M8H,YW-ARK-0107,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0107.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0107.png,YKW-ARK-0107,Hovernyan Cao Cao,28817,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M8E,0177M8E,YW-ARK-0108,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0108.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0108.png,YKW-ARK-0108,Komasan & Komasan (SS),28814,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M8G,0179M8G,YW-ARK-0109,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0109.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0109.png,YKW-ARK-0109,Whisper Kongming,28816,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,single_scan,Ark
M8I,0181M8I,YW-ARK-0110,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0110.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0110.png,YKW-ARK-0110,Jibanyan/Sakuranyan,28818,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M8K,0183M8K,YW-ARK-0111,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0111.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0111.png,YKW-ARK-0111,Robonyan F & Keita F-gata,28820,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M8L,0184M8L,YW-ARK-0112,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0112.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0112.png,YKW-ARK-0112,Venoct/Venoct Zhou Yu,28821,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,single_scan,Ark
M8J,0182M8J,YW-ARK-0113,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0113.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0113.png,YKW-ARK-0113,Jibanyan/Jibanyans,28819,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M8F,0178M8F,YW-ARK-0114,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0114.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0114.png,YKW-ARK-0114,Komasan & Komajiro,28815,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M89,0172M89,YW-ARK-0115,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0115.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0115.png,YKW-ARK-0115,Signiton,28809,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M8A,0173M8A,YW-ARK-0116,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0116.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0116.png,YKW-ARK-0116,Bloominoko,28810,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M8B,0174M8B,YW-ARK-0117,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0117.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0117.png,YKW-ARK-0117,Venoct,28811,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,single_scan,Ark
M8C,0175M8C,YW-ARK-0118,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0118.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0118.png,YKW-ARK-0118,Kyubi,28812,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,single_scan,Ark
M8D,0176M8D,YW-ARK-0119,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0119.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0119.png,YKW-ARK-0119,Siro,28813,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M7Z,0162M7Z,YW-ARK-0120,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0120.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0120.png,YKW-ARK-0120,Manjimutt,28799,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M80,0163M80,YW-ARK-0121,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0121.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0121.png,YKW-ARK-0121,Hidabat,28800,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,single_scan,Ark
M81,0164M81,YW-ARK-0122,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0122.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0122.png,YKW-ARK-0122,Shakey,28801,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M82,0165M82,YW-ARK-0123,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0123.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0123.png,YKW-ARK-0123,Wazzat,28802,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M83,0166M83,YW-ARK-0124,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0124.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0124.png,YKW-ARK-0124,Supoor Hero,28803,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M84,0167M84,YW-ARK-0125,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0125.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0125.png,YKW-ARK-0125,Casanono,28804,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M85,0168M85,YW-ARK-0126,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0126.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0126.png,YKW-ARK-0126,Stircrazy Stu,28805,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M86,0169M86,YW-ARK-0127,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0127.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0127.png,YKW-ARK-0127,Snobetty,28806,Yo-kai Keystone K 01 - A Wobble Miracle!,Yo-kai Keystone K Series,confirmed,Ark
M98,0207M98,YW-ARK-0128,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0128.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0128.png,YKW-ARK-0128,Goku Bushinyan,28844,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M99,0208M99,YW-ARK-0129,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0129.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0129.png,YKW-ARK-0129,Jibanyan Liu Bei,28845,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,single_scan,Ark
M96,0205M96,YW-ARK-0130,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0130.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0130.png,YKW-ARK-0130,Goku Tsuchinoko,28842,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M97,0206M97,YW-ARK-0131,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0131.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0131.png,YKW-ARK-0131,Komasan Sun Ce,28843,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
,,YW-ARK-0132,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0132.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0132.png,YKW-ARK-0132,Blizzaria/Goku Fubuki-hime,,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,missing,Ark
M9B,0210M9B,YW-ARK-0133,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0133.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0133.png,YKW-ARK-0133,Melonyan/Yubari Melonnyan,28847,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M9C,0211M9C,YW-ARK-0134,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0134.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0134.png,YKW-ARK-0134,Blazion/Akachan Merameraion,28848,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M8Z,0198M8Z,YW-ARK-0135,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0135.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0135.png,YKW-ARK-0135,Tomnyan & Jibanyan,28835,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M94,0203M94,YW-ARK-0136,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0136.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0136.png,YKW-ARK-0136,Whisuberi,28840,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M8X,0196M8X,YW-ARK-0137,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0137.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0137.png,YKW-ARK-0137,Komajiro,28833,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M8Y,0197M8Y,YW-ARK-0138,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0138.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0138.png,YKW-ARK-0138,Tomnyan,28834,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M90,0199M90,YW-ARK-0139,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0139.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0139.png,YKW-ARK-0139,Gnomey,28836,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M91,0200M91,YW-ARK-0140,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0140.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0140.png,YKW-ARK-0140,Blizzaria,28837,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M92,0201M92,YW-ARK-0141,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0141.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0141.png,YKW-ARK-0141,Blazion,28838,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M93,0202M93,YW-ARK-0142,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0142.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0142.png,YKW-ARK-0142,Whisper,28839,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M95,0204M95,YW-ARK-0143,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0143.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0143.png,YKW-ARK-0143,Compunzer,28841,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M8R,0190M8R,YW-ARK-0144,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0144.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0144.png,YKW-ARK-0144,Hungramps,28827,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
M8S,0191M8S,YW-ARK-0145,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0145.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0145.png,YKW-ARK-0145,Tattletell,28828,Yo-kai Keystone K 02 - Goku Yo-kai War!,Yo-kai Keystone K Series,confirmed,Ark
